route,locale,page_type,compliance_tier,audit_status,audit_score,target_source,target_cluster,primary_keyword,secondary_keywords,suggested_title,suggested_h1,suggested_h2,current_title_hit,current_h1_hit,current_h2_hit,current_body_hit,next_action
/en/solutions/chemical-plant-protection,en,solution_detail,neutral_seo,strong,100,google_ads_planned_cluster,Pipeline Inspection UAV | Chemical & Petrochemical Plant UAV,pipeline inspection drones,chemical plant monitoring | UAV pipeline inspection | oil and gas drone inspection,Pipeline Inspection Drones Solution | N-TET,Pipeline Inspection Drones,Pipeline Inspection Drones Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/disaster-site-search-rescue-reconnaissance-uav-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Search & Rescue UAV,search and rescue drone,thermal drones for search and rescue | search and rescue UAV | drone rescue,Search And Rescue Drone Solution | N-TET,Search And Rescue Drone,Search And Rescue Drone Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/emergency-communication-uav,en,solution_detail,normal,strong,100,google_ads_keyword_library_unplanned,Emergency Communication UAV,Emergency Communication UAV,N-TET,Emergency Communication UAV Solution | N-TET,Emergency Communication UAV,Emergency Communication UAV Workflow,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/solutions/emergency-communication-uav-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Emergency Communication UAV Solution,N-TET,Emergency Communication UAV Solution Solution | N-TET,Emergency Communication UAV Solution,Emergency Communication UAV Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/emergency-lighting-uav,en,solution_detail,normal,strong,85,google_ads_keyword_library_unplanned,Tethered Lighting UAV,Emergency Lighting UAV,N-TET,Emergency Lighting UAV Solution | N-TET,Emergency Lighting UAV,Emergency Lighting UAV Workflow,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/solutions/emergency-reconnaissance-uav,en,solution_detail,normal,strong,85,inferred_from_page_topic,Industrial UAV Systems,Emergency Reconnaissance UAV,N-TET,Emergency Reconnaissance UAV Solution | N-TET,Emergency Reconnaissance UAV,Emergency Reconnaissance UAV Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/emergency-search-rescue-uav-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Emergency Search & Rescue UAV Solution,N-TET,Emergency Search & Rescue UAV Solution Solution | N-TET,Emergency Search & Rescue UAV Solution,Emergency Search & Rescue UAV Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/high-rise-firefighting-uav-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,High-Rise Firefighting UAV Solution,N-TET,High-Rise Firefighting UAV Solution Solution | N-TET,High-Rise Firefighting UAV Solution,High-Rise Firefighting UAV Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/hydroelectric-dam-protection,en,solution_detail,neutral_seo,strong,85,inferred_from_page_topic,Brand and Product Support,Hydroelectric Dam Protection,N-TET,Hydroelectric Dam Protection Solution | N-TET,Hydroelectric Dam Protection,Hydroelectric Dam Protection Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/judicial-sector-security,en,solution_detail,neutral_seo,strong,85,inferred_from_page_topic,Security Screening Equipment,Judicial Sector Security Protection,N-TET,Judicial Sector Security Protection Solution | N-TET,Judicial Sector Security Protection,Judicial Sector Security Protection Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/land-based-maritime-surveillance,en,solution_detail,normal,strong,85,inferred_from_page_topic,Brand and Product Support,Land-based Maritime Surveillance & Early Warning,N-TET,Land-based Maritime Surveillance & Early Warning Solution | N-TET,Land-based Maritime Surveillance & Early Warning,Land-based Maritime Surveillance & Early Warning Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/night-emergency-lighting-support-uav-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Tethered Lighting UAV,tethered lighting UAV,drone lighting | UAV lighting system | emergency lighting drone,Tethered Lighting UAV Solution | N-TET,Tethered Lighting UAV,Tethered Lighting UAV Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/oil-production-base-protection,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Oil & Gas Facility Inspection UAV | Industrial Facility Inspection UAV,oil and gas drone inspection,industrial facility inspection UAV | pipeline corridor inspection | oil production site monitoring,Oil And Gas Drone Inspection Solution | N-TET,Oil And Gas Drone Inspection,Oil And Gas Drone Inspection Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/post-disaster-emergency-communication-support-uav-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Emergency Communication UAV,emergency communication UAV,disaster response communication drone | tethered communication UAV | public safety UAV communications,Emergency Communication UAV Solution | N-TET,Emergency Communication UAV,Emergency Communication UAV Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/power-generation-facility-low-altitude-monitoring,en,solution_detail,normal,strong,85,inferred_from_page_topic,Brand and Product Support,Power Generation Facility Airspace Monitoring,N-TET,Power Generation Facility Airspace Monitoring Solution | N-TET,Power Generation Facility Airspace Monitoring,Power Generation Facility Airspace Monitoring Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/power-line-uav-intelligent-inspection-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Power Line & Transmission Tower Inspection UAV | Cell Tower Inspection UAV | Utility Inspection UAV,drone power line inspection,power line inspection drone | UAV power line inspection | drones for utility inspection | drone cell tower inspection,Drone Power Line Inspection Solution | N-TET,Drone Power Line Inspection,Drone Power Line Inspection Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/power-tower-inspection-uav-solution,en,solution_detail,normal,partial,70,google_ads_keyword_library_unplanned,Power Line & Transmission Tower Inspection UAV,Power Tower Inspection UAV Solution,N-TET,Power Tower Inspection UAV Solution Solution | N-TET,Power Tower Inspection UAV Solution,Power Tower Inspection UAV Solution Workflow,true,true,false,true,补入关键词规划表，再决定是否改页面
/en/solutions/smart-substation-autonomous-inspection-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Smart Substation Autonomous UAV Inspection Solution,N-TET,Smart Substation Autonomous UAV Inspection Solution Solution | N-TET,Smart Substation Autonomous UAV Inspection Solution,Smart Substation Autonomous UAV Inspection Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/smart-substation-unattended-uav-inspection-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Smart Substation Autonomous Inspection,smart substation autonomous inspection,substation inspection drone | power utility UAV inspection | autonomous UAV inspection,Smart Substation Autonomous Inspection Solution | N-TET,Smart Substation Autonomous Inspection,Smart Substation Autonomous Inspection Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/sports-event-security,en,solution_detail,neutral_seo,strong,85,inferred_from_page_topic,Security Screening Equipment,Large Sports Event Security Protection,N-TET,Large Sports Event Security Protection Solution | N-TET,Large Sports Event Security Protection,Large Sports Event Security Protection Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/tethered-lighting-uav-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Tethered Lighting UAV Solution,N-TET,Tethered Lighting UAV Solution Solution | N-TET,Tethered Lighting UAV Solution,Tethered Lighting UAV Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/uav-maritime-emergency-rescue,en,solution_detail,normal,strong,85,inferred_from_page_topic,Industrial UAV Systems,UAV Maritime Emergency Rescue,N-TET,UAV Maritime Emergency Rescue Solution | N-TET,UAV Maritime Emergency Rescue,UAV Maritime Emergency Rescue Workflow,true,true,true,true,人工确认是否需要新增关键词库映射
/en/solutions/uav-maritime-patrol,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Maritime & Coastal Patrol UAV | Border Patrol UAV,maritime patrol UAV,coastal monitoring drone | border patrol UAV | UAV border patrol,Maritime Patrol UAV Solution | N-TET,Maritime Patrol UAV,Maritime Patrol UAV Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/urban-high-rise-firefighting-emergency-uav-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,High-Rise Firefighting UAV | Firefighting UAV,firefighting drone,high-rise firefighting UAV | drone fire fighting | drone for fire fighting,Firefighting Drone Solution | N-TET,Firefighting Drone,Firefighting Drone Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/solutions/water-conservancy-monitoring-uav-solution,en,solution_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Water Conservancy Monitoring UAV Solution,N-TET,Water Conservancy Monitoring UAV Solution Solution | N-TET,Water Conservancy Monitoring UAV Solution,Water Conservancy Monitoring UAV Solution Workflow,true,true,false,true,人工确认是否需要新增关键词库映射
/en/solutions/water-conservancy-river-lake-uav-monitoring-solution,en,solution_detail,normal,strong,100,google_ads_planned_cluster,Water Conservancy Monitoring UAV,water conservancy monitoring UAV,dam inspection UAV | river lake UAV monitoring | flood monitoring drone,Water Conservancy Monitoring UAV Solution | N-TET,Water Conservancy Monitoring UAV,Water Conservancy Monitoring UAV Workflow,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/es,es,home,normal,strong,85,inferred_from_page_topic,Industrial UAV Systems,sistemas UAV industriales,monitoreo de baja altitud | dron de inspección UAV | UAV de emergencia | equipos de monitoreo aéreo,Sistemas UAV Industriales | N-TET,Sistemas UAV Industriales,Sistemas UAV Industriales Overview,true,true,false,true,人工确认是否需要新增关键词库映射
/es/about,es,brand,normal,partial,65,inferred_from_page_topic,Industrial UAV Systems,fabricante UAV industrial,proveedor de sistemas UAV | monitoreo de baja altitud | N-TET,Fabricante UAV Industrial | N-TET,Fabricante UAV Industrial,Fabricante UAV Industrial Overview,true,false,false,true,人工确认是否需要新增关键词库映射
/es/accessories,es,accessory_index,normal,partial,65,google_ads_keyword_library_unplanned,General Drone/UAV Broad,accesorios para drones,componentes UAV | gimbal UAV | motor UAV | enlace de datos UAV,Accesorios Para Drones | N-TET,Accesorios Para Drones,Accesorios Para Drones Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-bt1,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Batería de estado sólido para UAV FC-BT1,drone accessories | UAV components | industrial UAV parts,Batería De Estado Sólido Para UAV FC-BT1 | N-TET,Batería De Estado Sólido Para UAV FC-BT1,Batería De Estado Sólido Para UAV FC-BT1 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-bt2,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Batería de estado sólido para UAV FC-BT2,drone accessories | UAV components | industrial UAV parts,Batería De Estado Sólido Para UAV FC-BT2 | N-TET,Batería De Estado Sólido Para UAV FC-BT2,Batería De Estado Sólido Para UAV FC-BT2 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-bt3,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Batería de estado sólido de alto voltaje para UAV FC-BT3,drone accessories | UAV components | industrial UAV parts,Batería De Estado Sólido De Alto Voltaje Para UAV FC-BT3 | N-TET,Batería De Estado Sólido De Alto Voltaje Para UAV FC-BT3,Batería De Estado Sólido De Alto Voltaje Para UAV FC-BT3 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-bt4,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Batería de estado sólido de alta energía para UAV FC-BT4,drone accessories | UAV components | industrial UAV parts,Batería De Estado Sólido De Alta Energía Para UAV FC-BT4 | N-TET,Batería De Estado Sólido De Alta Energía Para UAV FC-BT4,Batería De Estado Sólido De Alta Energía Para UAV FC-BT4 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-btg,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Batería de estado sólido para formación UAV FC-BTG,drone accessories | UAV components | industrial UAV parts,Batería De Estado Sólido Para Formación UAV FC-BTG | N-TET,Batería De Estado Sólido Para Formación UAV FC-BTG,Batería De Estado Sólido Para Formación UAV FC-BTG Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-c2d-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-C2D,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-C2D | N-TET,Hélice UAV FC-C2D,Hélice UAV FC-C2D Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-c2e-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-C2E,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-C2E | N-TET,Hélice UAV FC-C2E,Hélice UAV FC-C2E Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-c2t-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-C2T,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-C2T | N-TET,Hélice UAV FC-C2T,Hélice UAV FC-C2T Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-c2u-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-C2U,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-C2U | N-TET,Hélice UAV FC-C2U,Hélice UAV FC-C2U Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-c2ud-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-C2UD,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-C2UD | N-TET,Hélice UAV FC-C2UD,Hélice UAV FC-C2UD Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-111,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-111,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-111 | N-TET,Motor UAV FC-FDJ-111,Motor UAV FC-FDJ-111 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-120,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-120,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-120 | N-TET,Motor UAV FC-FDJ-120,Motor UAV FC-FDJ-120 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-120hd,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-120HD,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-120HD | N-TET,Motor UAV FC-FDJ-120HD,Motor UAV FC-FDJ-120HD Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-170,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-170,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-170 | N-TET,Motor UAV FC-FDJ-170,Motor UAV FC-FDJ-170 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-200,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-200,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-200 | N-TET,Motor UAV FC-FDJ-200,Motor UAV FC-FDJ-200 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-222,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-222,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-222 | N-TET,Motor UAV FC-FDJ-222,Motor UAV FC-FDJ-222 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-430,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-430,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-430 | N-TET,Motor UAV FC-FDJ-430,Motor UAV FC-FDJ-430 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-55,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-55,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-55 | N-TET,Motor UAV FC-FDJ-55,Motor UAV FC-FDJ-55 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-60,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-60,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-60 | N-TET,Motor UAV FC-FDJ-60,Motor UAV FC-FDJ-60 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-61,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-61,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-61 | N-TET,Motor UAV FC-FDJ-61,Motor UAV FC-FDJ-61 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-70hd,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-70HD,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-70HD | N-TET,Motor UAV FC-FDJ-70HD,Motor UAV FC-FDJ-70HD Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-fdj-85,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-FDJ-85,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-FDJ-85 | N-TET,Motor UAV FC-FDJ-85,Motor UAV FC-FDJ-85 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-l10tr-three-light-gimbal,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-L10TR gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-L10TR Gimbal Electro-optico | N-TET,FC-L10TR Gimbal Electro-optico,FC-L10TR Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-l40-smart-optical-pod,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-L40 gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-L40 Gimbal Electro-optico | N-TET,FC-L40 Gimbal Electro-optico,FC-L40 Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-l40t-dual-light-gimbal,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-L40T gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-L40T Gimbal Electro-optico | N-TET,FC-L40T Gimbal Electro-optico,FC-L40T Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-l40tr-smart-optical-pod,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-L40TR gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-L40TR Gimbal Electro-optico | N-TET,FC-L40TR Gimbal Electro-optico,FC-L40TR Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-l50-smart-optical-pod,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-L50 gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-L50 Gimbal Electro-optico | N-TET,FC-L50 Gimbal Electro-optico,FC-L50 Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-ln100-dual-light-gimbal,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-LN100 gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-LN100 Gimbal Electro-optico | N-TET,FC-LN100 Gimbal Electro-optico,FC-LN100 Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-ln95-dual-light-gimbal,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-LN95 gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-LN95 Gimbal Electro-optico | N-TET,FC-LN95 Gimbal Electro-optico,FC-LN95 Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-max-5330,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-MAX 5330,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-MAX 5330 | N-TET,Motor UAV FC-MAX 5330,Motor UAV FC-MAX 5330 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-mesh-100,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-Mesh-100 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-Mesh-100 Enlace De Datos UAV | N-TET,FC-Mesh-100 Enlace De Datos UAV,FC-Mesh-100 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-mini-l10tr-smart-optical-pod,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-MiniL10TR gimbal electro-optico,drone accessories | UAV components | industrial UAV parts,FC-MiniL10TR Gimbal Electro-optico | N-TET,FC-MiniL10TR Gimbal Electro-optico,FC-MiniL10TR Gimbal Electro-optico Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-pab-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-PAB,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-PAB | N-TET,Hélice UAV FC-PAB,Hélice UAV FC-PAB Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-pad-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-PAD,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-PAD | N-TET,Hélice UAV FC-PAD,Hélice UAV FC-PAD Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-pae-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-PAE,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-PAE | N-TET,Hélice UAV FC-PAE,Hélice UAV FC-PAE Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-pbf-propeller,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Hélice UAV FC-PBF,drone accessories | UAV components | industrial UAV parts,Hélice UAV FC-PBF | N-TET,Hélice UAV FC-PBF,Hélice UAV FC-PBF Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-rm10x,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-RM10X,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-RM10X | N-TET,Motor UAV FC-RM10X,Motor UAV FC-RM10X Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-rm30,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-RM30,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-RM30 | N-TET,Motor UAV FC-RM30,Motor UAV FC-RM30 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-sjl-100,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-100 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-SJL-100 Enlace De Datos UAV | N-TET,FC-SJL-100 Enlace De Datos UAV,FC-SJL-100 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-sjl-200,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-200 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-SJL-200 Enlace De Datos UAV | N-TET,FC-SJL-200 Enlace De Datos UAV,FC-SJL-200 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-sjl-30,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-30 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-SJL-30 Enlace De Datos UAV | N-TET,FC-SJL-30 Enlace De Datos UAV,FC-SJL-30 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-sjl-380,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-380 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-SJL-380 Enlace De Datos UAV | N-TET,FC-SJL-380 Enlace De Datos UAV,FC-SJL-380 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-sjl-50,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-50 enlace de datos UAV,drone accessories | UAV components | industrial UAV parts,FC-SJL-50 Enlace De Datos UAV | N-TET,FC-SJL-50 Enlace De Datos UAV,FC-SJL-50 Enlace De Datos UAV Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-u10-pro,es,accessory_detail,normal,partial,70,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Controlador de vuelo FC-U10-PRO,drone accessories | UAV components | industrial UAV parts,Controlador De Vuelo FC-U10-PRO | N-TET,Controlador De Vuelo FC-U10-PRO,Controlador De Vuelo FC-U10-PRO Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
/es/accessories/fc-u110,es,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,Motor UAV FC-U110,drone accessories | UAV components | industrial UAV parts,Motor UAV FC-U110 | N-TET,Motor UAV FC-U110,Motor UAV FC-U110 Technical Specifications,true,true,false,true,补入关键词规划表，再决定是否改页面
