route,locale,canonical_english_route,page_type,compliance_tier,audit_status,audit_score,primary_keyword,keyword_count,meta_keywords,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,mapping_status,from_google_ads_keywords,mapped_clusters,mapped_cluster_rows,matched_business_groups,matched_ads_keywords,keyword_sources,planned_priority,planned_page_role,implementation_action,issues,title,description,file
/en/solutions/category/03_KeyAreaSecurity,en,/en/solutions/category/03_KeyAreaSecurity,solution_category,normal,strong,85,airport airspace monitoring,6,airport airspace monitoring | event security monitoring | key area security | smart security screening | low altitude monitoring equipment | electro optical surveillance,true,false,true,true,true,0.615,未对上广告关键词库,否,,,,,,,,人工判定是否需要关键词库映射,description 未命中关键词,Key Area Security & Airspace Monitoring Solutions | N-TET,"Integrated security screening, electro-optical surveillance, and low-altitude monitoring for airports, events, judicial facilities, and transport hubs.",.next/server/app/en/solutions/category/03_KeyAreaSecurity.html
/en/solutions/category/04_EmergencyRescue,en,/en/solutions/category/04_EmergencyRescue,solution_category,normal,weak,35,search and rescue drone,6,search and rescue drone | firefighting drone | emergency communication UAV | drone lighting | emergency response drone | disaster response UAV,false,false,false,false,true,0.586,命中关键词库但未规划,是,Search & Rescue UAV | Firefighting UAV | Emergency Communication UAV | Tethered Lighting UAV,7038 | 894 | 4006 | 1860,Emergency Rescue & Disaster Response,search and rescue drone | firefighting drone | emergency communication UAV | drone lighting | emergency response drone | disaster response UAV,ads_upload_detail | cleaned_master | ads_cluster_name,,,补入关键词规划表，明确主落地页和辅助词,title 未命中关键词; description 未命中关键词; H1 未命中关键词; H2 未命中关键词,"Emergency Rescue UAV Solutions | Search, Firefighting & Lighting","Emergency UAV solutions for search and rescue, high-rise firefighting, disaster-site reconnaissance, emergency communication, and tethered lighting support.",.next/server/app/en/solutions/category/04_EmergencyRescue.html
/en/solutions/chemical-plant-protection,en,/en/solutions/chemical-plant-protection,solution_detail,neutral_seo,strong,100,pipeline inspection drones,4,pipeline inspection drones | chemical plant monitoring | UAV pipeline inspection | oil and gas drone inspection,true,true,true,true,true,0.459,精准规划映射,是,Pipeline Inspection UAV | Chemical & Petrochemical Plant UAV,1388 | 1096,General Drone/UAV Broad | Infrastructure Protection,pipeline inspection drones | UAV pipeline inspection | oil and gas drone inspection,ads_upload_detail | cleaned_master,P0,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Pipeline Inspection Drones for Chemical Plant Monitoring | N-TET,"This page covers pipeline inspection drones, chemical plant monitoring, UAV pipeline inspection, and oil and gas drone inspection workflows for petrochemical facilities.",.next/server/app/en/solutions/chemical-plant-protection.html
/en/solutions/disaster-site-search-rescue-reconnaissance-uav-solution,en,/en/solutions/disaster-site-search-rescue-reconnaissance-uav-solution,solution_detail,normal,strong,100,search and rescue drone,4,search and rescue drone | thermal drones for search and rescue | search and rescue UAV | drone rescue,true,true,true,true,true,0.397,精准规划映射,是,Search & Rescue UAV,7038,Emergency Rescue & Disaster Response,search and rescue drone | thermal drones for search and rescue | search and rescue UAV | drone rescue,ads_upload_detail | cleaned_master,P0,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Search and Rescue Drone Solution | N-TET,"This search and rescue drone solution supports disaster-site reconnaissance, thermal drones for search and rescue, search and rescue UAV coordination, and drone rescue visibility for emergency teams.",.next/server/app/en/solutions/disaster-site-search-rescue-reconnaissance-uav-solution.html
/en/solutions/emergency-communication-uav,en,/en/solutions/emergency-communication-uav,solution_detail,normal,strong,100,Emergency Communication UAV,2,Emergency Communication UAV | N-TET,true,true,true,true,true,0.574,命中关键词库但未规划,是,Emergency Communication UAV,4006,,Emergency Communication UAV,ads_cluster_name | ads_upload_detail,,,补入关键词规划表，明确主落地页和辅助词,,Emergency Communication UAV | N-TET,The emergency communication UAV is equipped with an integrated high-altitude base station and relies on satellite relay links for long-distance data return. It can quickly rebuild 4G/5G public network coverage in disaster-damaged areas. The,.next/server/app/en/solutions/emergency-communication-uav.html
/en/solutions/emergency-communication-uav-solution,en,/en/solutions/emergency-communication-uav-solution,solution_detail,normal,partial,70,Emergency Communication UAV Solution,2,Emergency Communication UAV Solution | N-TET,true,false,true,false,true,0.307,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,Emergency Communication UAV Solution | N-TET,"An aerial communication solution for post-disaster network outage, remote no-signal areas, and temporary communication support, restoring public coverage or building a rescue private network quickly.",.next/server/app/en/solutions/emergency-communication-uav-solution.html
/en/solutions/emergency-lighting-uav,en,/en/solutions/emergency-lighting-uav,solution_detail,normal,strong,85,Emergency Lighting UAV,2,Emergency Lighting UAV | N-TET,true,false,true,true,true,0.373,命中关键词库但未规划,是,Tethered Lighting UAV,1860,,Emergency Lighting UAV,ads_upload_detail,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,Emergency Lighting UAV | N-TET,"Equipped with high-power high-brightness LED lighting modules, it is easy to deploy and can achieve large-scale, multi-angle continuous light supplementation at high altitudes without blind spots. It adopts a tethered continuous power suppl",.next/server/app/en/solutions/emergency-lighting-uav.html
/en/solutions/emergency-reconnaissance-uav,en,/en/solutions/emergency-reconnaissance-uav,solution_detail,normal,strong,85,Emergency Reconnaissance UAV,2,Emergency Reconnaissance UAV | N-TET,true,false,true,true,true,0.366,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Emergency Reconnaissance UAV | N-TET,"Flexible and rapid in deployment, this UAV can break through limitations of road blockages, mountainous forests, and other complex terrains. The fuselage integrates high-definition optoelectronic cameras, infrared search and rescue, and oth",.next/server/app/en/solutions/emergency-reconnaissance-uav.html
/en/solutions/emergency-search-rescue-uav-solution,en,/en/solutions/emergency-search-rescue-uav-solution,solution_detail,normal,partial,70,Emergency Search & Rescue UAV Solution,2,Emergency Search & Rescue UAV Solution | N-TET,true,false,true,false,true,0.302,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,Emergency Search & Rescue UAV Solution | N-TET,"A rapid-response UAV solution for disaster reconnaissance, missing-person search, target positioning, supply delivery, and command collaboration across floods, earthquakes, forests, waters, and remote areas.",.next/server/app/en/solutions/emergency-search-rescue-uav-solution.html
/en/solutions/high-rise-firefighting-uav-solution,en,/en/solutions/high-rise-firefighting-uav-solution,solution_detail,normal,partial,70,High-Rise Firefighting UAV Solution,2,High-Rise Firefighting UAV Solution | N-TET,true,false,true,false,true,0.297,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,High-Rise Firefighting UAV Solution | N-TET,"A tethered UAV firefighting solution for high-rise buildings, dense urban blocks, and industrial parks, combining elevated water/agent delivery, window breaking, smoke exhaust, thermal reconnaissance, and command linkage.",.next/server/app/en/solutions/high-rise-firefighting-uav-solution.html
/en/solutions/hydroelectric-dam-protection,en,/en/solutions/hydroelectric-dam-protection,solution_detail,neutral_seo,strong,85,Hydroelectric Dam Protection,2,Hydroelectric Dam Protection | N-TET,true,false,true,true,true,0.315,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Hydroelectric Dam Protection | N-TET,"A low-altitude security workflow for hydroelectric dams, reservoirs, powerhouses, spillways, and inspection routes. Based on critical infrastructure protection requirements, it focuses on low-altitude awareness, target confirmation, track f",.next/server/app/en/solutions/hydroelectric-dam-protection.html
/en/solutions/judicial-sector-security,en,/en/solutions/judicial-sector-security,solution_detail,neutral_seo,strong,85,Judicial Sector Security Protection,2,Judicial Sector Security Protection | N-TET,true,false,true,true,true,0.259,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Judicial Sector Security Protection | N-TET,"An integrated judicial security solution for courthouse entrances, detention and correctional access points, visitor lobbies, evidence and logistics channels, perimeter roads, and restricted administrative areas. It follows the same integra",.next/server/app/en/solutions/judicial-sector-security.html
/en/solutions/land-based-maritime-surveillance,en,/en/solutions/land-based-maritime-surveillance,solution_detail,normal,strong,85,Land-based Maritime Surveillance & Early Warning,2,Land-based Maritime Surveillance & Early Warning | N-TET,true,false,true,true,true,0.374,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Land-based Maritime Surveillance & Early Warning | N-TET,"Integrating multi-source information such as radar and optoelectronics, and utilizing intelligent analysis and linkage tracking technology, a digital and intelligent maritime Security control system has been established. It overcomes tradit",.next/server/app/en/solutions/land-based-maritime-surveillance.html
/en/solutions/night-emergency-lighting-support-uav-solution,en,/en/solutions/night-emergency-lighting-support-uav-solution,solution_detail,normal,strong,100,tethered lighting UAV,4,tethered lighting UAV | drone lighting | UAV lighting system | emergency lighting drone,true,true,true,true,true,0.680,精准规划映射,是,Tethered Lighting UAV,1860,Emergency Rescue & Disaster Response,tethered lighting UAV | drone lighting | UAV lighting system,ads_cluster_name | ads_upload_detail | cleaned_master,P1,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Tethered Lighting UAV Solution | N-TET,"N-TET tethered lighting UAV coverage for drone lighting, UAV lighting system, emergency lighting drone workflows.",.next/server/app/en/solutions/night-emergency-lighting-support-uav-solution.html
/en/solutions/oil-production-base-protection,en,/en/solutions/oil-production-base-protection,solution_detail,normal,strong,100,oil and gas drone inspection,4,oil and gas drone inspection | industrial facility inspection UAV | pipeline corridor inspection | oil production site monitoring,true,true,true,true,true,0.312,精准规划映射,是,Oil & Gas Facility Inspection UAV | Industrial Facility Inspection UAV,4480 | 6354,Infrastructure Protection,oil and gas drone inspection | industrial facility inspection UAV,cleaned_master | ads_cluster_name | ads_upload_detail,P0,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Oil and Gas Drone Inspection Solution | N-TET,"This oil and gas drone inspection solution supports oil production sites, pipeline corridor inspection, industrial facility inspection UAV workflows, and low-altitude monitoring around field assets.",.next/server/app/en/solutions/oil-production-base-protection.html
/en/solutions/post-disaster-emergency-communication-support-uav-solution,en,/en/solutions/post-disaster-emergency-communication-support-uav-solution,solution_detail,normal,strong,100,emergency communication UAV,4,emergency communication UAV | disaster response communication drone | tethered communication UAV | public safety UAV communications,true,true,true,true,true,0.616,精准规划映射,是,Emergency Communication UAV,4006,,emergency communication UAV | disaster response communication drone,ads_cluster_name | ads_upload_detail,P1,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Emergency Communication UAV Solution | N-TET,"N-TET emergency communication UAV coverage for disaster response communication drone, tethered communication UAV, public safety UAV communications workflows.",.next/server/app/en/solutions/post-disaster-emergency-communication-support-uav-solution.html
/en/solutions/power-generation-facility-low-altitude-monitoring,en,/en/solutions/power-generation-facility-low-altitude-monitoring,solution_detail,normal,strong,85,Power Generation Facility Airspace Monitoring,2,Power Generation Facility Airspace Monitoring | N-TET,true,false,true,true,true,0.349,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Power Generation Facility Airspace Monitoring | N-TET,"Customized for high-voltage thermal power plants, nuclear power plants, and core substation hubs. It automatically detects unauthorized mapping and reconnaissance flights, preventing foreign objects from falling and causing short circuits o",.next/server/app/en/solutions/power-generation-facility-low-altitude-monitoring.html
/en/solutions/power-line-uav-intelligent-inspection-solution,en,/en/solutions/power-line-uav-intelligent-inspection-solution,solution_detail,normal,strong,100,drone power line inspection,5,drone power line inspection | power line inspection drone | UAV power line inspection | drones for utility inspection | drone cell tower inspection,true,true,true,true,true,0.217,精准规划映射,是,Power Line & Transmission Tower Inspection UAV | Cell Tower Inspection UAV | Utility Inspection UAV,4938 | 10 | 234,Power Line & Utility Inspection,drone power line inspection | power line inspection drone | UAV power line inspection | drones for utility inspection | drone cell tower inspection,cleaned_master | ads_upload_detail,P0 | P2,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Drone Power Line Inspection Solution | N-TET,"This drone power line inspection solution supports transmission corridor patrol, tower inspection, utility inspection drone workflows, and cell tower inspection scenarios for maintenance teams.",.next/server/app/en/solutions/power-line-uav-intelligent-inspection-solution.html
/en/solutions/power-tower-inspection-uav-solution,en,/en/solutions/power-tower-inspection-uav-solution,solution_detail,normal,partial,70,Power Tower Inspection UAV Solution,2,Power Tower Inspection UAV Solution | N-TET,true,false,true,false,true,0.298,命中关键词库但未规划,是,Power Line & Transmission Tower Inspection UAV,4938,,Power Tower Inspection UAV Solution,ads_upload_detail,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Power Tower Inspection UAV Solution | N-TET,"A UAV-based inspection solution for transmission-line operations, covering routine patrols, fault positioning, disaster response, tree-obstruction checks, and standardized reporting.",.next/server/app/en/solutions/power-tower-inspection-uav-solution.html
/en/solutions/smart-substation-autonomous-inspection-solution,en,/en/solutions/smart-substation-autonomous-inspection-solution,solution_detail,normal,partial,70,Smart Substation Autonomous UAV Inspection Solution,2,Smart Substation Autonomous UAV Inspection Solution | N-TET,true,false,true,false,true,0.295,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,Smart Substation Autonomous UAV Inspection Solution | N-TET,"An autonomous substation inspection solution combining a UAV dock, industrial UAV platform, multi-source payloads, AI analytics, and a management platform for unattended patrol, thermal measurement, defect recognition, and work-order closur",.next/server/app/en/solutions/smart-substation-autonomous-inspection-solution.html
/en/solutions/smart-substation-unattended-uav-inspection-solution,en,/en/solutions/smart-substation-unattended-uav-inspection-solution,solution_detail,normal,strong,100,smart substation autonomous inspection,4,smart substation autonomous inspection | substation inspection drone | power utility UAV inspection | autonomous UAV inspection,true,true,true,true,true,0.532,精准规划映射,是,Smart Substation Autonomous Inspection,5200,,smart substation autonomous inspection | substation inspection drone,ads_cluster_name | ads_upload_detail,P1,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Smart Substation Autonomous Inspection Solution | N-TET,"N-TET smart substation autonomous inspection coverage for substation inspection drone, power utility UAV inspection, autonomous UAV inspection workflows.",.next/server/app/en/solutions/smart-substation-unattended-uav-inspection-solution.html
/en/solutions/sports-event-security,en,/en/solutions/sports-event-security,solution_detail,neutral_seo,strong,85,Large Sports Event Security Protection,2,Large Sports Event Security Protection | N-TET,true,false,true,true,true,0.263,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,Large Sports Event Security Protection | N-TET,"An integrated large-event security solution for stadium entrances, arenas, exhibition centers, fan zones, media areas, logistics gates, VIP routes, and surrounding public spaces. It references the same security workflow used for airport-sty",.next/server/app/en/solutions/sports-event-security.html
/en/solutions/tethered-lighting-uav-solution,en,/en/solutions/tethered-lighting-uav-solution,solution_detail,normal,partial,70,Tethered Lighting UAV Solution,2,Tethered Lighting UAV Solution | N-TET,true,false,true,false,true,0.304,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,Tethered Lighting UAV Solution | N-TET,"A persistent aerial lighting solution that improves night rescue, emergency repair, evacuation, and temporary-site operations with high-altitude continuous illumination.",.next/server/app/en/solutions/tethered-lighting-uav-solution.html
/en/solutions/uav-maritime-emergency-rescue,en,/en/solutions/uav-maritime-emergency-rescue,solution_detail,normal,strong,85,UAV Maritime Emergency Rescue,2,UAV Maritime Emergency Rescue | N-TET,true,false,true,true,true,0.368,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词,UAV Maritime Emergency Rescue | N-TET,"In case of maritime emergencies, accidents, and various incidents, UAVs can respond quickly and fly to the scene immediately, providing real-time panoramic views and situational information for efficient auxiliary decision-making and remote",.next/server/app/en/solutions/uav-maritime-emergency-rescue.html
/en/solutions/uav-maritime-patrol,en,/en/solutions/uav-maritime-patrol,solution_detail,normal,strong,100,maritime patrol UAV,4,maritime patrol UAV | coastal monitoring drone | border patrol UAV | UAV border patrol,true,true,true,true,true,0.324,精准规划映射,是,Maritime & Coastal Patrol UAV | Border Patrol UAV,4120 | 950,Border & Coastal Patrol,maritime patrol UAV | border patrol UAV | UAV border patrol,ads_upload_detail | ads_cluster_name | cleaned_master,P0,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Maritime Patrol UAV Solution | N-TET,"This maritime patrol UAV solution supports coastal monitoring drone routes, port-area observation, border patrol UAV tasks, and wide-area maritime visibility for field teams.",.next/server/app/en/solutions/uav-maritime-patrol.html
/en/solutions/urban-high-rise-firefighting-emergency-uav-solution,en,/en/solutions/urban-high-rise-firefighting-emergency-uav-solution,solution_detail,normal,strong,100,firefighting drone,4,firefighting drone | high-rise firefighting UAV | drone fire fighting | drone for fire fighting,true,true,true,true,true,0.432,精准规划映射,是,High-Rise Firefighting UAV | Firefighting UAV,1166 | 894,Emergency Rescue & Disaster Response,firefighting drone | high-rise firefighting UAV | drone fire fighting | drone for fire fighting,ads_upload_detail | cleaned_master | ads_cluster_name,P1,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Firefighting Drone Solution | N-TET,"N-TET firefighting drone coverage for high-rise firefighting UAV, drone fire fighting, drone for fire fighting workflows.",.next/server/app/en/solutions/urban-high-rise-firefighting-emergency-uav-solution.html
/en/solutions/water-conservancy-monitoring-uav-solution,en,/en/solutions/water-conservancy-monitoring-uav-solution,solution_detail,normal,partial,70,Water Conservancy Monitoring UAV Solution,2,Water Conservancy Monitoring UAV Solution | N-TET,true,false,true,false,true,0.301,未对上广告关键词库,否,,,,,,,,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,description 未命中关键词; H2 未命中关键词,Water Conservancy Monitoring UAV Solution | N-TET,"A UAV monitoring solution for rivers, lakes, reservoirs, flood-control tasks, water-facility inspection, water-quality sampling, pollution tracing, and evidence collection.",.next/server/app/en/solutions/water-conservancy-monitoring-uav-solution.html
/en/solutions/water-conservancy-river-lake-uav-monitoring-solution,en,/en/solutions/water-conservancy-river-lake-uav-monitoring-solution,solution_detail,normal,strong,100,water conservancy monitoring UAV,4,water conservancy monitoring UAV | dam inspection UAV | river lake UAV monitoring | flood monitoring drone,true,true,true,true,true,0.506,精准规划映射,是,Water Conservancy Monitoring UAV,7938,Water Conservancy & River-Lake Monitoring,water conservancy monitoring UAV | dam inspection UAV | flood monitoring drone,ads_cluster_name | ads_upload_detail | cleaned_master,P0,方案详情页,保持映射，后续做 E-E-A-T 和内链增强,,Water Conservancy Monitoring UAV Solution | N-TET,"This water conservancy monitoring UAV solution supports dam inspection UAV tasks, river lake UAV monitoring, flood monitoring drone patrols, and infrastructure observation for water-resource teams.",.next/server/app/en/solutions/water-conservancy-river-lake-uav-monitoring-solution.html
/es,es,/en,home,normal,strong,85,sistemas UAV industriales,5,sistemas UAV industriales | monitoreo de baja altitud | dron de inspección UAV | UAV de emergencia | equipos de monitoreo aéreo,true,true,true,false,true,0.618,未对上广告关键词库,否,,,,,,,,标记为品牌/转化页面，选择少量核心词或品牌词承接,H2 未命中关键词,Sistemas UAV industriales y monitoreo de baja altitud | N-TET,"N-TET desarrolla plataformas UAV industriales, monitoreo de baja altitud, drones de emergencia, sistemas de inspección y soluciones de inspección de seguridad para operadores de infraestructura.",.next/server/app/es.html
/es/about,es,/en/about,brand,normal,partial,65,fabricante UAV industrial,4,fabricante UAV industrial | proveedor de sistemas UAV | monitoreo de baja altitud | N-TET,true,true,false,false,true,0.777,未对上广告关键词库,否,,,,,,,,标记为品牌/转化页面，选择少量核心词或品牌词承接,H1 未命中关键词; H2 未命中关键词,Acerca de N-TET | Fabricante de sistemas UAV industriales,"Conozca las capacidades de ingeniería, I+D y fabricación de N-TET para sistemas UAV industriales, monitoreo de baja altitud y tecnologías de seguridad.",.next/server/app/es/about.html
/es/accessories,es,/en/accessories,accessory_index,normal,partial,65,accesorios para drones,5,accesorios para drones | componentes UAV | gimbal UAV | motor UAV | enlace de datos UAV,true,false,true,false,true,4.027,命中关键词库但未规划,是,,,General Drone/UAV Broad,accesorios para drones | gimbal UAV | motor UAV,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词; 关键词密度偏高，需检查堆砌风险,Accesorios para drones y componentes UAV | N-TET,"Consulte accesorios UAV de N-TET: gimbals electro-ópticos, motores, enlaces de datos, hélices, baterías, controles remotos y controladores de vuelo.",.next/server/app/es/accessories.html
/es/accessories/fc-bt1,es,/en/accessories/fc-bt1,accessory_detail,normal,partial,70,Batería de estado sólido para UAV FC-BT1,4,Batería de estado sólido para UAV FC-BT1 | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.159,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Batería de estado sólido para UAV FC-BT1 | N-TET Drone Accessories,"FC-BT1 es una serie de baterías de litio de estado sólido de 280Wh/kg, 4.2V 10C y capacidades de 16Ah-30Ah para UAV industriales de inspección, mapeo, VTOL y multirrotor, robots y embarcaciones no tripuladas.",.next/server/app/es/accessories/fc-bt1.html
/es/accessories/fc-bt2,es,/en/accessories/fc-bt2,accessory_detail,normal,partial,70,Batería de estado sólido para UAV FC-BT2,4,Batería de estado sólido para UAV FC-BT2 | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.181,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Batería de estado sólido para UAV FC-BT2 | N-TET Drone Accessories,"FC-BT2 es una serie mejorada basada en FC-BT1, con densidad energética de 310Wh/kg, mayor resistencia al viento y seguridad de aterrizaje para UAV industriales de inspección, mapeo, VTOL y multirrotor.",.next/server/app/es/accessories/fc-bt2.html
/es/accessories/fc-bt3,es,/en/accessories/fc-bt3,accessory_detail,normal,partial,70,Batería de estado sólido de alto voltaje para UAV FC-BT3,4,Batería de estado sólido de alto voltaje para UAV FC-BT3 | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.175,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Batería de estado sólido de alto voltaje para UAV FC-BT3 | N-TET Drone Accessories,"FC-BT3 es una serie de baterías de estado sólido de alto voltaje 4.35V, con mayor tasa de descarga y menor caída de tensión para VTOL de gran carga y aeronaves con alta diferencia de demanda entre despegue vertical y crucero.",.next/server/app/es/accessories/fc-bt3.html
/es/accessories/fc-bt4,es,/en/accessories/fc-bt4,accessory_detail,normal,partial,70,Batería de estado sólido de alta energía para UAV FC-BT4,4,Batería de estado sólido de alta energía para UAV FC-BT4 | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.117,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Batería de estado sólido de alta energía para UAV FC-BT4 | N-TET Drone Accessories,"FC-BT4 es una serie de baterías de estado sólido de 340Wh/kg que combina baja caída de tensión, alta seguridad, larga vida útil y buena relación costo-rendimiento para UAV de reconocimiento, solar, mapeo, seguridad y larga autonomía.",.next/server/app/es/accessories/fc-bt4.html
/es/accessories/fc-btg,es,/en/accessories/fc-btg,accessory_detail,normal,partial,70,Batería de estado sólido para formación UAV FC-BTG,4,Batería de estado sólido para formación UAV FC-BTG | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.229,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Batería de estado sólido para formación UAV FC-BTG | N-TET Drone Accessories,"FC-BTG es una serie rentable de baterías de estado sólido para formación, logística y operaciones eléctricas, con configuraciones FC-BTG-TG1 y FC-BTG-TG3, salida estable, larga autonomía y adaptación a prácticas de enseñanza.",.next/server/app/es/accessories/fc-btg.html
/es/accessories/fc-c2d-propeller,es,/en/accessories/fc-c2d-propeller,accessory_detail,normal,partial,70,Hélice UAV FC-C2D,4,Hélice UAV FC-C2D | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.275,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Hélice UAV FC-C2D | N-TET Drone Accessories,Rango de dimensiones: 11~42 pulgadas; empuje máximo: 12.42kgf (7000RPM); eficiencia máxima de hélice: 11.08gf/W (2821RPM).,.next/server/app/es/accessories/fc-c2d-propeller.html
/es/accessories/fc-c2e-propeller,es,/en/accessories/fc-c2e-propeller,accessory_detail,normal,partial,70,Hélice UAV FC-C2E,4,Hélice UAV FC-C2E | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.282,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Hélice UAV FC-C2E | N-TET Drone Accessories,Rango de dimensiones: 8~32 pulgadas; empuje máximo: 10.84kgf (6261RPM); eficiencia máxima de hélice: 10.83gf/W (3442RPM).,.next/server/app/es/accessories/fc-c2e-propeller.html
/es/accessories/fc-c2t-propeller,es,/en/accessories/fc-c2t-propeller,accessory_detail,normal,partial,70,Hélice UAV FC-C2T,4,Hélice UAV FC-C2T | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.277,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Hélice UAV FC-C2T | N-TET Drone Accessories,Rango de dimensiones: 14~46 pulgadas; empuje máximo: 24.99kgf (7850RPM); eficiencia máxima de hélice: 8.49gf/W (3036RPM).,.next/server/app/es/accessories/fc-c2t-propeller.html
/es/accessories/fc-c2u-propeller,es,/en/accessories/fc-c2u-propeller,accessory_detail,normal,partial,70,Hélice UAV FC-C2U,4,Hélice UAV FC-C2U | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.281,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Hélice UAV FC-C2U | N-TET Drone Accessories,Rango de dimensiones: 16~47 pulgadas; empuje máximo: 38.70kgf (7279RPM); eficiencia máxima de hélice: 12.63gf/W (2309RPM).,.next/server/app/es/accessories/fc-c2u-propeller.html
/es/accessories/fc-c2ud-propeller,es,/en/accessories/fc-c2ud-propeller,accessory_detail,normal,partial,70,Hélice UAV FC-C2UD,4,Hélice UAV FC-C2UD | drone accessories | UAV components | industrial UAV parts,true,false,true,false,true,0.269,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词; H2 未命中关键词,Hélice UAV FC-C2UD | N-TET Drone Accessories,Rango de dimensiones: 18~40 pulgadas; empuje máximo: 37.65kgf (7838RPM); eficiencia máxima de hélice: 6.64gf/W (3720RPM).,.next/server/app/es/accessories/fc-c2ud-propeller.html
