route,locale,page_type,compliance_tier,audit_status,audit_score,primary_keyword,keyword_count,issues,implementation_action,title
/es/products/fc1800b-portable-explosives-and-narcotics-detector,es,product_detail,normal,strong,85,Portable Explosives & Narcotics Detector FC1800B,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Portable Explosives & Narcotics Detector FC1800B | N-TET
/es/products/fc1800t-desktop-explosives-narcotics-detector,es,product_detail,normal,strong,85,Desktop Explosives & Narcotics Detector FC1800T,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Desktop Explosives & Narcotics Detector FC1800T | N-TET
/es/products/fc2088-handheld-metal-detector,es,product_detail,normal,strong,85,Handheld Metal Detector FC2088,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Handheld Metal Detector FC2088 | N-TET
/es/products/fc4028-neutron-ambient-dose-rate-meter,es,product_detail,normal,partial,65,FC4028 Neutron Ambient Dose Equivalent Rate Meter,5,H1 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,FC4028 Neutron Ambient Dose Equivalent (Rate) Meter | N-TET
/es/products/fc5030-compact-x-ray-baggage-scanner,es,product_detail,normal,strong,85,X-Ray Baggage Scanner FC5030,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,X-Ray Baggage Scanner FC5030 | N-TET
/es/products/fc6550-standard-x-ray-baggage-scanner,es,product_detail,normal,strong,85,X-Ray Baggage Scanner FC6550,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,X-Ray Baggage Scanner FC6550 | N-TET
/es/products/fc6550d-dual-view-baggage-scanner,es,product_detail,normal,strong,85,Dual-View X-Ray Baggage Scanner FC6550D,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Dual-View X-Ray Baggage Scanner FC6550D | N-TET
/es/products/fc902-personal-radiation-dose-alarm,es,product_detail,normal,strong,85,X-γ Radiation Dose Alarm FC902,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,X-γ Radiation Dose Alarm FC902 | N-TET
/es/products/intelligent-mobile-cabin-hospital,es,product_detail,normal,strong,85,Intelligent Mobile Cabin Hospital,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Intelligent Mobile Cabin Hospital | N-TET
/es/products/multi-rotor-20kg-payload-uav,es,product_detail,normal,strong,85,20kg carga útil multirrotor UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,20kg carga útil multirrotor UAV | N-TET
/es/products/multi-rotor-3kg-payload-uav,es,product_detail,normal,strong,85,3kg carga útil multirrotor UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,3kg carga útil multirrotor UAV | N-TET
/es/products/multi-rotor-50kg-payload-uav,es,product_detail,normal,strong,85,50kg carga útil multirrotor UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,50kg carga útil multirrotor UAV | N-TET
/es/products/multi-rotor-8kg-payload-uav,es,product_detail,normal,strong,85,8kg carga útil multirrotor UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,8kg carga útil multirrotor UAV | N-TET
/es/products/vtol-135kg-mtow-uav,es,product_detail,normal,strong,85,135kg MTOW VTOL ala fija UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,135kg MTOW VTOL ala fija UAV | N-TET
/es/products/vtol-14kg-mtow-uav,es,product_detail,normal,strong,85,14kg MTOW VTOL ala fija UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,14kg MTOW VTOL ala fija UAV | N-TET
/es/products/vtol-26kg-mtow-uav,es,product_detail,normal,strong,85,26kg MTOW VTOL ala fija UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,26kg MTOW VTOL ala fija UAV | N-TET
/es/products/vtol-40kg-mtow-uav,es,product_detail,normal,strong,85,40kg MTOW VTOL ala fija UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,40kg MTOW VTOL ala fija UAV | N-TET
/es/products/vtol-64kg-mtow-uav,es,product_detail,normal,strong,85,64kg MTOW VTOL ala fija UAV,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,64kg MTOW VTOL ala fija UAV | N-TET
/es/solutions/airport-low-altitude-monitoring,es,solution_detail,normal,strong,85,Aeropuerto espacio aéreo monitoreo Application,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Aeropuerto espacio aéreo monitoreo Application | N-TET
/es/solutions/airport-security-protection,es,solution_detail,neutral_seo,strong,85,Aeropuerto seguridad Protection,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Aeropuerto seguridad Protection | N-TET
/es/solutions/category/03_KeyAreaSecurity,es,solution_category,normal,weak,30,airport airspace monitoring,6,description 未命中关键词; H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,人工判定是否需要关键词库映射,Key Area Security & Airspace Monitoring Solutions | N-TET
/es/solutions/emergency-communication-uav,es,solution_detail,normal,strong,85,Emergencia comunicación UAV,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Emergencia comunicación UAV | N-TET
/es/solutions/emergency-communication-uav-solution,es,solution_detail,normal,strong,85,Emergencia comunicación UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Emergencia comunicación UAV solución | N-TET
/es/solutions/emergency-lighting-uav,es,solution_detail,normal,strong,85,Emergencia iluminación UAV,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Emergencia iluminación UAV | N-TET
/es/solutions/emergency-reconnaissance-uav,es,solution_detail,normal,strong,85,Emergencia reconocimiento UAV,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Emergencia reconocimiento UAV | N-TET
/es/solutions/emergency-search-rescue-uav-solution,es,solution_detail,normal,strong,85,Emergencia búsqueda & rescate UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Emergencia búsqueda & rescate UAV solución | N-TET
/es/solutions/high-rise-firefighting-uav-solution,es,solution_detail,normal,strong,85,High-Rise apoyo contra incendios UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,High-Rise apoyo contra incendios UAV solución | N-TET
/es/solutions/hydroelectric-dam-protection,es,solution_detail,neutral_seo,strong,85,Presa hidroeléctrica Protection,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Presa hidroeléctrica Protection | N-TET
/es/solutions/judicial-sector-security,es,solution_detail,neutral_seo,strong,85,Sector judicial seguridad Protection,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Sector judicial seguridad Protection | N-TET
/es/solutions/land-based-maritime-surveillance,es,solution_detail,normal,strong,85,Land-based marítimo vigilancia & Early Warning,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Land-based marítimo vigilancia & Early Warning | N-TET
/es/solutions/power-generation-facility-low-altitude-monitoring,es,solution_detail,normal,strong,85,Eléctrica Generation Facility espacio aéreo monitoreo,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Eléctrica Generation Facility espacio aéreo monitoreo | N-TET
/es/solutions/power-tower-inspection-uav-solution,es,solution_detail,normal,strong,85,Eléctrica Tower inspección UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Eléctrica Tower inspección UAV solución | N-TET
/es/solutions/smart-substation-autonomous-inspection-solution,es,solution_detail,normal,strong,85,Smart subestación Autonomous UAV inspección solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Smart subestación Autonomous UAV inspección solución | N-TET
/es/solutions/sports-event-security,es,solution_detail,neutral_seo,strong,85,Large evento deportivo seguridad Protection,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Large evento deportivo seguridad Protection | N-TET
/es/solutions/tethered-lighting-uav-solution,es,solution_detail,normal,strong,85,Cautivo iluminación UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Cautivo iluminación UAV solución | N-TET
/es/solutions/uav-maritime-emergency-rescue,es,solution_detail,normal,strong,85,UAV marítimo emergencia rescate,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,UAV marítimo emergencia rescate | N-TET
/es/solutions/water-conservancy-monitoring-uav-solution,es,solution_detail,normal,strong,85,Gestión hídrica monitoreo UAV solución,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Gestión hídrica monitoreo UAV solución | N-TET
/ru/cases,ru,case_index,normal,weak,45,UAV inspection cases,5,H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,人工判定是否需要关键词库映射,UAV Inspection Cases & Low Altitude Monitoring Case | N-TET
/ru/cases/anhui-flood-season-uav-patrol,ru,case_detail,normal,strong,85,Аварийный паводковый патруль БПЛА в Аньхое,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Аварийный паводковый патруль БПЛА в Аньхое | N-TET
/ru/cases/brazil-refinery-low-altitude-monitoring,ru,case_detail,normal,partial,70,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА | N-TET
/ru/cases/ice-snow-emergency-uav-inspection,ru,case_detail,normal,strong,85,Аварийная инспекция БПЛА при снеголедовых бедствиях,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Аварийная инспекция БПЛА при снеголедовых бедствиях | N-TET
/ru/cases/lidar-tree-obstruction-uav-inspection,ru,case_detail,normal,strong,85,Инспекция древесных помех с LiDAR-БПЛА,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Инспекция древесных помех с LiDAR-БПЛА | N-TET
/ru/cases/nigeria-factory-low-altitude-monitoring,ru,case_detail,normal,partial,70,Защита промышленного комплекса в Нигерии от БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Защита промышленного комплекса в Нигерии от БПЛА | N-TET
/ru/cases/pakistan-power-plant-low-altitude-monitoring,ru,case_detail,normal,partial,70,Проект защиты электростанции в Пакистане от БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Проект защиты электростанции в Пакистане от БПЛА | N-TET
/ru/cases/southern-grid-wildfire-uav-inspection,ru,case_detail,normal,strong,85,Пожарно-профилактическая инспекция Southern Grid с БПЛА,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Пожарно-профилактическая инспекция Southern Grid с БПЛА | N-TET
/ru/cases/wildfire-emergency-transmission-line-uav-patrol,ru,case_detail,normal,strong,85,Аварийный пожарный патруль ЛЭП с БПЛА,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Аварийный пожарный патруль ЛЭП с БПЛА | N-TET
/ru/cases/zhaoqing-long-distance-power-line-uav-inspection,ru,case_detail,normal,strong,85,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине | N-TET
/ru/media,ru,media_index,normal,weak,45,industrial UAV news,5,H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,人工判定是否需要关键词库映射,Industrial UAV News & Low Altitude Economy Updates | N-TET
/ru/media/border-surveillance-uav-network-2026,ru,media_detail,normal,partial,70,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования | N-TET
/ru/media/industrial-uav-redundancy-2026,ru,media_detail,normal,partial,70,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня | N-TET
/ru/media/low-altitude-economy-2026-outlook,ru,media_detail,normal,partial,70,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней | N-TET
/ru/media/tethered-uav-persistent-surveillance-2026,ru,media_detail,normal,partial,70,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов | N-TET
/ru/products/bailey-bridge,ru,product_detail,normal,strong,85,Стальной модульный мост Бейли,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Стальной модульный мост Бейли | N-TET
/ru/products/containerized-medical-rescue-system,ru,product_detail,normal,strong,85,Контейнерная система медицинской помощи,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Контейнерная система медицинской помощи | N-TET
/ru/products/fbg-g15-fc06-explosion-containment-vessel,ru,product_detail,normal,strong,85,Взрывозащитный контейнер FBG-G1.5-FC06,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Взрывозащитный контейнер FBG-G1.5-FC06 | N-TET
/ru/products/fbt-fc09-explosion-protection-blanket,ru,product_detail,normal,strong,85,Взрывозащитное одеяло FBT-FC09,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Взрывозащитное одеяло FBT-FC09 | N-TET
/ru/products/fc-3000-ferromagnetic-detection-column,ru,product_detail,normal,strong,85,Интеллектуальная система ферромагнитного детектирования FC-3000,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальная система ферромагнитного детектирования FC-3000 | N-TET
/ru/products/fc-c-deluxe-walk-through-metal-detector,ru,product_detail,normal,weak,45,Арочный металлодетектор FC-C Делюкс,5,H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Арочный металлодетектор FC-C (Делюкс) | N-TET
/ru/products/fc-c-lcd-walk-through-metal-detector,ru,product_detail,normal,strong,85,Арочный металлодетектор FC-C ЖК-экран,6,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,"Арочный металлодетектор FC-C (ЖК-экран, 12 зон) | N-TET"
/ru/products/fc-dma-long-range-optical-turntable,ru,product_detail,normal,strong,85,Мультиспектральная оптико-электронная поворотная платформа FC-DMA,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Мультиспектральная оптико-электронная поворотная платформа FC-DMA | N-TET
/ru/products/fc-dms10-smart-electronic-sentinel,ru,product_detail,normal,strong,85,Интеллектуальный электронный часовой серии FC-DMS10,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальный электронный часовой серии FC-DMS10 | N-TET
/ru/products/fc-dtvc-dual-band-thermal-ptz,ru,product_detail,normal,strong,85,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC | N-TET
/ru/products/fc-h-smart-phone-detection-gate,ru,product_detail,normal,strong,85,Интеллектуальная рамка обнаружения смартфонов FC-H,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальная рамка обнаружения смартфонов FC-H | N-TET
/ru/products/fc-h-smart-phone-detection-gate-29in,ru,product_detail,normal,weak,45,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H 29 дюймов,5,H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H (29 дюймов) | N-TET
/ru/products/fc-pd500-personal-radiation-dose-alarm,ru,product_detail,normal,strong,85,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500 | N-TET
/ru/products/fc-rc-series-hd-laser-camera,ru,product_detail,normal,strong,85,Лазерная HD-камера дальнего действия серии FC-RC,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Лазерная HD-камера дальнего действия серии FC-RC | N-TET
/ru/products/fc-rds500-4r-radar-vision-sentinel,ru,product_detail,normal,strong,85,Интеллектуальная система Radar-Vision Fusion FC-RDS500-4R,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальная система Radar-Vision Fusion FC-RDS500-4R | N-TET
/ru/products/fc-smart-swing-turnstile,ru,product_detail,normal,strong,85,Интеллектуальный турникет-калитку класса люкс,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальный турникет-калитку класса люкс | N-TET
/ru/products/fc-ttvc-intelligent-multi-band-camera,ru,product_detail,normal,strong,85,Интеллектуальная мультиспектральная камера серии FC-TTVC,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальная мультиспектральная камера серии FC-TTVC | N-TET
/ru/products/fc1500-handheld-liquid-detector,ru,product_detail,normal,strong,85,Портативный детектор опасных жидкостей FC1500,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Портативный детектор опасных жидкостей FC1500 | N-TET
/ru/products/fc1500b-desktop-liquid-security-inspector,ru,product_detail,normal,strong,85,Настольный детектор опасных жидкостей FC1500B,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Настольный детектор опасных жидкостей FC1500B | N-TET
/ru/products/fc1800b-portable-explosives-and-narcotics-detector,ru,product_detail,normal,strong,85,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B | N-TET
/ru/products/fc1800t-desktop-explosives-narcotics-detector,ru,product_detail,normal,strong,85,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T | N-TET
/ru/products/fc2088-handheld-metal-detector,ru,product_detail,normal,strong,85,Ручной металлодетектор FC2088,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Ручной металлодетектор FC2088 | N-TET
/ru/products/fc4028-neutron-ambient-dose-rate-meter,ru,product_detail,normal,strong,85,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028 | N-TET
/ru/products/fc5030-compact-x-ray-baggage-scanner,ru,product_detail,normal,strong,85,Малогабаритный рентгенотелевизионный интроскоп FC5030,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Малогабаритный рентгенотелевизионный интроскоп FC5030 | N-TET
/ru/products/fc6550-standard-x-ray-baggage-scanner,ru,product_detail,normal,weak,45,Рентгенотелевизионная установка FC6550 Стандартная,5,H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Рентгенотелевизионная установка FC6550 (Стандартная) | N-TET
/ru/products/fc6550d-dual-view-baggage-scanner,ru,product_detail,normal,strong,85,Двухпроекционный рентгеновский интроскоп FC6550D,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Двухпроекционный рентгеновский интроскоп FC6550D | N-TET
/ru/products/fc902-personal-radiation-dose-alarm,ru,product_detail,normal,strong,85,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902 | N-TET
/ru/products/intelligent-mobile-cabin-hospital,ru,product_detail,normal,strong,85,Интеллектуальный мобильный многофункциональный госпиталь,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Интеллектуальный мобильный многофункциональный госпиталь | N-TET
/ru/products/multi-rotor-20kg-payload-uav,ru,product_detail,normal,strong,85,Мультироторный БПЛА с нагрузкой 20 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Мультироторный БПЛА с нагрузкой 20 kg | N-TET
/ru/products/multi-rotor-3kg-payload-uav,ru,product_detail,normal,strong,85,Мультироторный БПЛА с нагрузкой 3 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Мультироторный БПЛА с нагрузкой 3 kg | N-TET
/ru/products/multi-rotor-50kg-payload-uav,ru,product_detail,normal,strong,85,Мультироторный БПЛА с нагрузкой 50 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Мультироторный БПЛА с нагрузкой 50 kg | N-TET
/ru/products/multi-rotor-8kg-payload-uav,ru,product_detail,normal,strong,85,Мультироторный БПЛА с нагрузкой 8 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Мультироторный БПЛА с нагрузкой 8 kg | N-TET
/ru/products/vtol-135kg-mtow-uav,ru,product_detail,normal,strong,85,VTOL БПЛА с максимальной взлетной массой 135 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,VTOL БПЛА с максимальной взлетной массой 135 kg | N-TET
/ru/products/vtol-14kg-mtow-uav,ru,product_detail,normal,strong,85,VTOL БПЛА с максимальной взлетной массой 14 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,VTOL БПЛА с максимальной взлетной массой 14 kg | N-TET
/ru/products/vtol-26kg-mtow-uav,ru,product_detail,normal,strong,85,VTOL БПЛА с максимальной взлетной массой 26 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,VTOL БПЛА с максимальной взлетной массой 26 kg | N-TET
/ru/products/vtol-40kg-mtow-uav,ru,product_detail,normal,strong,85,VTOL БПЛА с максимальной взлетной массой 40 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,VTOL БПЛА с максимальной взлетной массой 40 kg | N-TET
/ru/products/vtol-64kg-mtow-uav,ru,product_detail,normal,strong,85,VTOL БПЛА с максимальной взлетной массой 64 kg,5,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,VTOL БПЛА с максимальной взлетной массой 64 kg | N-TET
/ru/solutions/airport-low-altitude-monitoring,ru,solution_detail,normal,partial,70,Защита аэропортов от БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Защита аэропортов от БПЛА | N-TET
/ru/solutions/airport-security-protection,ru,solution_detail,neutral_seo,partial,70,Безопасность аэропортов,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Безопасность аэропортов | N-TET
/ru/solutions/category/03_KeyAreaSecurity,ru,solution_category,normal,weak,30,airport airspace monitoring,6,description 未命中关键词; H1 未命中关键词; H2 未命中关键词; 正文未命中精确关键词短语,人工判定是否需要关键词库映射,Key Area Security & Airspace Monitoring Solutions | N-TET
/ru/solutions/emergency-communication-uav,ru,solution_detail,normal,strong,85,БПЛА экстренной связи,2,H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,БПЛА экстренной связи | N-TET
/ru/solutions/emergency-communication-uav-solution,ru,solution_detail,normal,partial,70,Решение БПЛА для аварийной связи,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Решение БПЛА для аварийной связи | N-TET
/ru/solutions/emergency-lighting-uav,ru,solution_detail,normal,partial,70,БПЛА аварийного освещения,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,БПЛА аварийного освещения | N-TET
/ru/solutions/emergency-reconnaissance-uav,ru,solution_detail,normal,partial,70,БПЛА экстренной разведки,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,БПЛА экстренной разведки | N-TET
/ru/solutions/emergency-search-rescue-uav-solution,ru,solution_detail,normal,partial,70,Решение поисково-спасательного БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Решение поисково-спасательного БПЛА | N-TET
/ru/solutions/high-rise-firefighting-uav-solution,ru,solution_detail,normal,partial,70,Решение БПЛА для тушения высотных пожаров,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Решение БПЛА для тушения высотных пожаров | N-TET
/ru/solutions/hydroelectric-dam-protection,ru,solution_detail,neutral_seo,partial,70,Защита гидроэлектрических плотин,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Защита гидроэлектрических плотин | N-TET
/ru/solutions/judicial-sector-security,ru,solution_detail,neutral_seo,partial,70,Безопасность судебного сектора,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Безопасность судебного сектора | N-TET
/ru/solutions/land-based-maritime-surveillance,ru,solution_detail,normal,partial,70,Береговое наблюдение и раннее предупреждение,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Береговое наблюдение и раннее предупреждение | N-TET
/ru/solutions/power-generation-facility-low-altitude-monitoring,ru,solution_detail,normal,partial,70,Защита энергетических объектов от БПЛА,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Защита энергетических объектов от БПЛА | N-TET
/ru/solutions/power-tower-inspection-uav-solution,ru,solution_detail,normal,partial,70,Решение БПЛА для инспекции опор ЛЭП,2,description 未命中关键词; H2 未命中关键词,检查是否需要从关键词库补长尾词；低商业价值页可不强制广告词映射,Решение БПЛА для инспекции опор ЛЭП | N-TET
