route,keyword_locale,status,score,primary_keyword,keyword_count,title_hit,description_hit,h1_hit,h2_hit,body_hit,body_words,body_keyword_occurrences,keyword_density_pct,h1_count,h2_count,issues,title,description,keywords,h1,h2,file
/ar/accessories/fc-u12,ar,strong,100,وحدة تحكم بالطيران FC-U12,4,true,true,true,true,true,846,11,1.300,1,5,,وحدة تحكم بالطيران FC-U12 | N-TET Drone Accessories,يُستخدم وحدة تحكم بالطيران FC-U12 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل,وحدة تحكم بالطيران FC-U12 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم بالطيران FC-U12,وحدة تحكم بالطيران FC-U12 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-u12.html
/ar/accessories/fc-u8013,ar,strong,100,محرك UAV FC-U8013,4,true,true,true,true,true,996,11,1.104,1,5,,محرك UAV FC-U8013 | N-TET Drone Accessories,يُستخدم محرك UAV FC-U8013 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغيلية,محرك UAV FC-U8013 | drone accessories | UAV components | industrial UAV parts,محرك UAV FC-U8013,محرك UAV FC-U8013 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-u8013.html
/ar/accessories/fc-u9-ag,ar,strong,100,وحدة تحكم بالطيران الزراعي FC-U9-AG,4,true,true,true,true,true,879,11,1.251,1,5,,وحدة تحكم بالطيران الزراعي FC-U9-AG | N-TET Drone Accessories,يُستخدم وحدة تحكم بالطيران الزراعي FC-U9-AG في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تكامل مكونات UAV ودعم المنصات وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات,وحدة تحكم بالطيران الزراعي FC-U9-AG | drone accessories | UAV components | industrial UAV parts,وحدة تحكم بالطيران الزراعي FC-U9-AG,وحدة تحكم بالطيران الزراعي FC-U9-AG Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-u9-ag.html
/ar/accessories/fc-w2u-propeller,ar,strong,100,مروحة UAV FC-W2U,4,true,true,true,true,true,1087,11,1.012,1,5,,مروحة UAV FC-W2U | N-TET Drone Accessories,يُستخدم مروحة UAV FC-W2U في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغيلية,مروحة UAV FC-W2U | drone accessories | UAV components | industrial UAV parts,مروحة UAV FC-W2U,مروحة UAV FC-W2U Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-w2u-propeller.html
/ar/accessories/fc-x8030,ar,strong,100,محرك UAV FC-X8030,4,true,true,true,true,true,6259,11,0.176,1,5,,محرك UAV FC-X8030 | N-TET Drone Accessories,يُستخدم محرك UAV FC-X8030 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغيلية,محرك UAV FC-X8030 | drone accessories | UAV components | industrial UAV parts,محرك UAV FC-X8030,محرك UAV FC-X8030 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-x8030.html
/ar/accessories/fc-xh14,ar,strong,100,محرك UAV FC-XH14,4,true,true,true,true,true,2995,11,0.367,1,5,,محرك UAV FC-XH14 | N-TET Drone Accessories,يُستخدم محرك UAV FC-XH14 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغيلية,محرك UAV FC-XH14 | drone accessories | UAV components | industrial UAV parts,محرك UAV FC-XH14,محرك UAV FC-XH14 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-xh14.html
/ar/accessories/fc-yk15-remote-controller,ar,strong,100,وحدة تحكم عن بُعد UAV FC-YK15,4,true,true,true,true,true,903,11,1.218,1,5,,وحدة تحكم عن بُعد UAV FC-YK15 | N-TET Drone Accessories,يُستخدم وحدة تحكم عن بُعد UAV FC-YK15 في تشغيل مرافق الطاقة والبنية التحتية، مع دعم تكامل مكونات UAV ودعم المنصات وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة,وحدة تحكم عن بُعد UAV FC-YK15 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم عن بُعد UAV FC-YK15,وحدة تحكم عن بُعد UAV FC-YK15 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-yk15-remote-controller.html
/ar/accessories/fc-yk24-remote-controller,ar,strong,100,وحدة تحكم عن بُعد UAV FC-YK24,4,true,true,true,true,true,913,11,1.205,1,5,,وحدة تحكم عن بُعد UAV FC-YK24 | N-TET Drone Accessories,يُستخدم وحدة تحكم عن بُعد UAV FC-YK24 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تف,وحدة تحكم عن بُعد UAV FC-YK24 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم عن بُعد UAV FC-YK24,وحدة تحكم عن بُعد UAV FC-YK24 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-yk24-remote-controller.html
/ar/accessories/fc-yk32-remote-controller,ar,strong,100,وحدة تحكم عن بُعد UAV FC-YK32,4,true,true,true,true,true,911,11,1.207,1,5,,وحدة تحكم عن بُعد UAV FC-YK32 | N-TET Drone Accessories,يُستخدم وحدة تحكم عن بُعد UAV FC-YK32 في تشغيل مرافق الطاقة والبنية التحتية، مع دعم تكامل مكونات UAV ودعم المنصات وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة,وحدة تحكم عن بُعد UAV FC-YK32 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم عن بُعد UAV FC-YK32,وحدة تحكم عن بُعد UAV FC-YK32 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-yk32-remote-controller.html
/ar/accessories/fc-ykrc7-remote-controller,ar,strong,100,وحدة تحكم عن بُعد UAV FC-YKRC7,4,true,true,true,true,true,917,11,1.200,1,5,,وحدة تحكم عن بُعد UAV FC-YKRC7 | N-TET Drone Accessories,يُستخدم وحدة تحكم عن بُعد UAV FC-YKRC7 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات,وحدة تحكم عن بُعد UAV FC-YKRC7 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم عن بُعد UAV FC-YKRC7,وحدة تحكم عن بُعد UAV FC-YKRC7 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next/server/app/ar/accessories/fc-ykrc7-remote-controller.html
/ar/products/low-altitude-airspace-monitoring,ar,weak,0,,0,false,false,false,false,false,0,0,0.000,0,0,缺少 meta keywords; 缺少 H1; 缺少 H2,أنظمة UAV صناعية لعمليات المجال منخفض الارتفاع | N-TET,من منصات UAV الصناعية إلى مراقبة المجال منخفض الارتفاع، تساعد N-TET فرق البنية التحتية والمواقع العامة على التفتيش والتحقق وتوثيق العمليات الميدانية.,,,,.next/server/app/ar/products/low-altitude-airspace-monitoring.html
/en/accessories/fc-bt1,en,strong,85,FC-BT1 UAV Solid-State Battery,4,true,false,true,true,true,3353,9,0.268,1,5,description 未命中关键词,FC-BT1 UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT1 is a 280Wh/kg, 4.2V 10C solid-state lithium-ion battery series covering 16Ah-30Ah capacities for inspection, mapping, VTOL, multi-rotor industrial UAVs, robots, and unmanned vessels.",FC-BT1 UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT1 UAV Solid-State Battery,FC-BT1 UAV Solid-State Battery Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-bt1.html
/en/accessories/fc-bt2,en,strong,85,FC-BT2 UAV Solid-State Battery,4,true,false,true,true,true,2845,9,0.316,1,5,description 未命中关键词,FC-BT2 UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT2 is an upgraded FC-BT1 series with 310Wh/kg energy density, improved wind resistance and landing safety, and stable performance for inspection, mapping, VTOL, and multi-rotor industrial UAVs.",FC-BT2 UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT2 UAV Solid-State Battery,FC-BT2 UAV Solid-State Battery Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-bt2.html
/en/accessories/fc-bt3,en,strong,85,FC-BT3 High-Voltage UAV Solid-State Battery,4,true,false,true,true,true,2964,9,0.304,1,5,description 未命中关键词,FC-BT3 High-Voltage UAV Solid-State Battery | N-TET Drone Accessories,FC-BT3 is a 4.35V high-voltage solid-state battery series with higher discharge rate and lower voltage sag for heavy-lift VTOL and aircraft with large differences between vertical-lift and cruise power demand.,FC-BT3 High-Voltage UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT3 High-Voltage UAV Solid-State Battery,FC-BT3 High-Voltage UAV Solid-State Battery Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-bt3.html
/en/accessories/fc-bt4,en,strong,85,FC-BT4 High-Energy UAV Solid-State Battery,4,true,false,true,true,true,4834,9,0.186,1,5,description 未命中关键词,FC-BT4 High-Energy UAV Solid-State Battery | N-TET Drone Accessories,"FC-BT4 is a 340Wh/kg high-energy-density solid-state battery series balancing low voltage sag, high safety, long service life, and cost performance for reconnaissance, solar, mapping, security, and long-endurance UAVs.",FC-BT4 High-Energy UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BT4 High-Energy UAV Solid-State Battery,FC-BT4 High-Energy UAV Solid-State Battery Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-bt4.html
/en/accessories/fc-btg,en,strong,85,FC-BTG Training UAV Solid-State Battery,4,true,false,true,true,true,2124,9,0.424,1,5,description 未命中关键词,FC-BTG Training UAV Solid-State Battery | N-TET Drone Accessories,"FC-BTG is a cost-effective solid-state battery series for training, logistics, and power-operation scenarios, covering FC-BTG-TG1 and FC-BTG-TG3 configurations with stable output, long endurance, and training-friendly adaptation.",FC-BTG Training UAV Solid-State Battery | drone accessories | UAV components | industrial UAV parts,FC-BTG Training UAV Solid-State Battery,FC-BTG Training UAV Solid-State Battery Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-btg.html
/en/accessories/fc-c2d-propeller,en,strong,85,FC-C2D UAV Propeller,4,true,false,true,true,true,916,7,0.764,1,5,description 未命中关键词,FC-C2D UAV Propeller | N-TET Drone Accessories,Dimension range: 11~42 in; maximum thrust: 12.42kgf (7000RPM); peak propeller efficiency: 11.08gf/W (2821RPM).,FC-C2D UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2D UAV Propeller,FC-C2D UAV Propeller Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-c2d-propeller.html
/en/accessories/fc-c2e-propeller,en,strong,85,FC-C2E UAV Propeller,4,true,false,true,true,true,864,7,0.810,1,5,description 未命中关键词,FC-C2E UAV Propeller | N-TET Drone Accessories,Dimension range: 8~32 in; maximum thrust: 10.84kgf (6261RPM); peak propeller efficiency: 10.83gf/W (3442RPM).,FC-C2E UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2E UAV Propeller,FC-C2E UAV Propeller Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-c2e-propeller.html
/en/accessories/fc-c2t-propeller,en,strong,85,FC-C2T UAV Propeller,4,true,false,true,true,true,892,7,0.785,1,5,description 未命中关键词,FC-C2T UAV Propeller | N-TET Drone Accessories,Dimension range: 14~46 in; maximum thrust: 24.99kgf (7850RPM); peak propeller efficiency: 8.49gf/W (3036RPM).,FC-C2T UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2T UAV Propeller,FC-C2T UAV Propeller Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-c2t-propeller.html
/en/accessories/fc-c2u-propeller,en,strong,85,FC-C2U UAV Propeller,4,true,false,true,true,true,884,7,0.792,1,5,description 未命中关键词,FC-C2U UAV Propeller | N-TET Drone Accessories,Dimension range: 16~47 in; maximum thrust: 38.70kgf (7279RPM); peak propeller efficiency: 12.63gf/W (2309RPM).,FC-C2U UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2U UAV Propeller,FC-C2U UAV Propeller Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-c2u-propeller.html
/en/accessories/fc-c2ud-propeller,en,strong,85,FC-C2UD UAV Propeller,4,true,false,true,true,true,934,7,0.749,1,5,description 未命中关键词,FC-C2UD UAV Propeller | N-TET Drone Accessories,Dimension range: 18~40 in; maximum thrust: 37.65kgf (7838RPM); peak propeller efficiency: 6.64gf/W (3720RPM).,FC-C2UD UAV Propeller | drone accessories | UAV components | industrial UAV parts,FC-C2UD UAV Propeller,FC-C2UD UAV Propeller Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-c2ud-propeller.html
/en/accessories/fc-fdj-111,en,strong,100,FC-FDJ-111 UAV Engine,4,true,true,true,true,true,696,9,1.293,1,5,,FC-FDJ-111 UAV Engine | N-TET Drone Accessories,"FC-FDJ-111 UAV engine with displacement 111.2cm3, power/performance 11.2HP/7500rpm, static thrust 25.5kg/altitude 100m.",FC-FDJ-111 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-111 UAV Engine,FC-FDJ-111 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-111.html
/en/accessories/fc-fdj-120,en,strong,100,FC-FDJ-120 UAV Engine,4,true,true,true,true,true,674,9,1.335,1,5,,FC-FDJ-120 UAV Engine | N-TET Drone Accessories,"FC-FDJ-120 UAV engine with displacement 120cm3, power/performance 12HP/7500rpm, static thrust 26.5kg/altitude 100m.",FC-FDJ-120 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-120 UAV Engine,FC-FDJ-120 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-120.html
/en/accessories/fc-fdj-120hd,en,strong,100,FC-FDJ-120HD UAV Engine,4,true,true,true,true,true,640,9,1.406,1,5,,FC-FDJ-120HD UAV Engine | N-TET Drone Accessories,"FC-FDJ-120HD UAV engine with displacement 120cm3, power/performance 7.35KW(0altitude)/8000rpm.",FC-FDJ-120HD UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-120HD UAV Engine,FC-FDJ-120HD UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-120hd.html
/en/accessories/fc-fdj-170,en,strong,100,FC-FDJ-170 UAV Engine,4,true,true,true,true,true,664,9,1.355,1,5,,FC-FDJ-170 UAV Engine | N-TET Drone Accessories,"FC-FDJ-170 UAV engine with displacement 170cm3, power/performance 17.5HP/7500rpm, static thrust 35kg/altitude 100m.",FC-FDJ-170 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-170 UAV Engine,FC-FDJ-170 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-170.html
/en/accessories/fc-fdj-200,en,strong,100,FC-FDJ-200 UAV Engine,4,true,true,true,true,true,652,9,1.380,1,5,,FC-FDJ-200 UAV Engine | N-TET Drone Accessories,"FC-FDJ-200 UAV engine with displacement 200CC, power/performance 20HP/7500rpm.",FC-FDJ-200 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-200 UAV Engine,FC-FDJ-200 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-200.html
/en/accessories/fc-fdj-222,en,strong,100,FC-FDJ-222 UAV Engine,4,true,true,true,true,true,674,9,1.335,1,5,,FC-FDJ-222 UAV Engine | N-TET Drone Accessories,"FC-FDJ-222 UAV engine with displacement 222.5cm3, power/performance 21.5HP/7500rpm, static thrust 51kg/altitude 100m.",FC-FDJ-222 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-222 UAV Engine,FC-FDJ-222 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-222.html
/en/accessories/fc-fdj-430,en,strong,100,FC-FDJ-430 UAV Engine,4,true,true,true,true,true,814,9,1.106,1,5,,FC-FDJ-430 UAV Engine | N-TET Drone Accessories,"FC-FDJ-430 UAV engine with displacement 430.8cc, power/performance 42HP at 6800 RPM, static thrust 110kg.",FC-FDJ-430 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-430 UAV Engine,FC-FDJ-430 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-430.html
/en/accessories/fc-fdj-55,en,strong,100,FC-FDJ-55 UAV Engine,4,true,true,true,true,true,702,9,1.282,1,5,,FC-FDJ-55 UAV Engine | N-TET Drone Accessories,"FC-FDJ-55 UAV engine with displacement 55.6cm3, power/performance 5.5HP/8500rpm, static thrust 14.5kg/altitude 100m.",FC-FDJ-55 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-55 UAV Engine,FC-FDJ-55 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-55.html
/en/accessories/fc-fdj-60,en,strong,100,FC-FDJ-60 UAV Engine,4,true,true,true,true,true,674,9,1.335,1,5,,FC-FDJ-60 UAV Engine | N-TET Drone Accessories,"FC-FDJ-60 UAV engine with displacement 61cm3, power/performance 7HP/8500rpm, static thrust 15.2kg/altitude 100m.",FC-FDJ-60 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-60 UAV Engine,FC-FDJ-60 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-60.html
/en/accessories/fc-fdj-61,en,strong,100,FC-FDJ-61 UAV Engine,4,true,true,true,true,true,674,9,1.335,1,5,,FC-FDJ-61 UAV Engine | N-TET Drone Accessories,"FC-FDJ-61 UAV engine with displacement 60cm3, power/performance 6HP/7500rpm, static thrust 15kg/altitude 100m.",FC-FDJ-61 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-61 UAV Engine,FC-FDJ-61 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-61.html
/en/accessories/fc-fdj-70hd,en,strong,100,FC-FDJ-70HD UAV Engine,4,true,true,true,true,true,642,9,1.402,1,5,,FC-FDJ-70HD UAV Engine | N-TET Drone Accessories,"FC-FDJ-70HD UAV engine with displacement 70cm3, power/performance 4.2KW(0altitude)/8300rpm.",FC-FDJ-70HD UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-70HD UAV Engine,FC-FDJ-70HD UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-70hd.html
/en/accessories/fc-fdj-85,en,strong,100,FC-FDJ-85 UAV Engine,4,true,true,true,true,true,674,9,1.335,1,5,,FC-FDJ-85 UAV Engine | N-TET Drone Accessories,"FC-FDJ-85 UAV engine with displacement 85cm3, power/performance 8.5HP/9000rpm, static thrust 21kg/altitude 100m.",FC-FDJ-85 UAV Engine | drone accessories | UAV components | industrial UAV parts,FC-FDJ-85 UAV Engine,FC-FDJ-85 UAV Engine Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-fdj-85.html
/en/accessories/fc-l10tr-three-light-gimbal,en,strong,100,FC-L10TR Electro-Optical Gimbal,4,true,true,true,true,true,1212,9,0.743,1,5,,FC-L10TR Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L10TR electro-optical gimbal: 10x continuous optical zoom + thermal imaging + 905nm laser ranging; 5m-1500m laser ranging, weight <=800g.",FC-L10TR Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-L10TR Electro-Optical Gimbal,FC-L10TR Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-l10tr-three-light-gimbal.html
/en/accessories/fc-l40-smart-optical-pod,en,strong,100,FC-L40 Electro-Optical Gimbal,4,true,true,true,true,true,1032,9,0.872,1,5,,FC-L40 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40 electro-optical gimbal: 40x visible-light optical zoom; Weight <=1kg, dimensions <=Phi115mm x 175mm.",FC-L40 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-L40 Electro-Optical Gimbal,FC-L40 Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-l40-smart-optical-pod.html
/en/accessories/fc-l40t-dual-light-gimbal,en,strong,100,FC-L40T Electro-Optical Gimbal,4,true,true,true,true,true,1148,9,0.784,1,5,,FC-L40T Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40T electro-optical gimbal: Visible light 1920x1080, 40x zoom range 4.25-170mm; 640x512 thermal imaging, weight <=1.1kg.",FC-L40T Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-L40T Electro-Optical Gimbal,FC-L40T Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-l40t-dual-light-gimbal.html
/en/accessories/fc-l40tr-smart-optical-pod,en,strong,100,FC-L40TR Electro-Optical Gimbal,4,true,true,true,true,true,1196,9,0.753,1,5,,FC-L40TR Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40TR electro-optical gimbal: 40x visible light + 640x512 thermal imaging + 1535nm laser ranging; 20m-3000m laser ranging, weight <=1.3kg.",FC-L40TR Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-L40TR Electro-Optical Gimbal,FC-L40TR Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-l40tr-smart-optical-pod.html
/en/accessories/fc-l50-smart-optical-pod,en,strong,100,FC-L50 Electro-Optical Gimbal,4,true,true,true,true,true,1056,9,0.852,1,5,,FC-L50 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L50 electro-optical gimbal: 1280 x 1024 uncooled infrared imaging module; 50mm thermal focal length, weight <=1.5kg.",FC-L50 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-L50 Electro-Optical Gimbal,FC-L50 Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-l50-smart-optical-pod.html
/en/accessories/fc-ln100-dual-light-gimbal,en,strong,100,FC-LN100 Electro-Optical Gimbal,4,true,true,true,true,true,1136,9,0.792,1,5,,FC-LN100 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-LN100 electro-optical gimbal: 4K fixed-focus visible light + 640x512 thermal imaging; Weight <=260g, average power 10w.",FC-LN100 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-LN100 Electro-Optical Gimbal,FC-LN100 Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-ln100-dual-light-gimbal.html
/en/accessories/fc-ln95-dual-light-gimbal,en,strong,100,FC-LN95 Electro-Optical Gimbal,4,true,true,true,true,true,1190,9,0.756,1,5,,FC-LN95 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-LN95 electro-optical gimbal: Fixed-focus dual visible-light cameras, 3840x2160 resolution; Weight <=260g, dimensions <=Phi64mm x 90mm.",FC-LN95 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,FC-LN95 Electro-Optical Gimbal,FC-LN95 Electro-Optical Gimbal Technical Specifications | Get Expert Drone Defense! | Overview | Technical Specifications | Get Expert Drone Defense!,.next/server/app/en/accessories/fc-ln95-dual-light-gimbal.html
