route,locale,page_type,keyword_status,keyword_score,primary_keyword,audit_scope,words,content_paragraphs,h1_count,h2_count,h3_count,image_count,missing_alt_count,internal_links,descriptive_internal_links,schema_types,search_intent_score,content_quality_score,experience_score,expertise_score,authority_score,trust_score,eeat_score,ai_citation_score,priority,issues,recommendations,title,h1,h2,file
/ar/media/tethered-uav-persistent-surveillance-2026,ar,media_article,strong,85,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة,full_inventory,695,10,1,2,6,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,78,74,20,25,20,25,90,71,P2 建议增强,内容深度不足：正文约 695 词，建议 1200+; H2 结构偏薄; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة | N-TET,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة,احصل على دفاع خبير بالطائرات بدون طيار! | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/media/tethered-uav-persistent-surveillance-2026.html
/ar/media/weather-terrain-urban-clutter-drone-detection-2025,ar,media_article,partial,70,كيف يؤثر الطقس والتضاريس والازدحام الحضري في كشف الطائرات,partial_keyword_page,1547,18,1,10,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,كيف يؤثر الطقس والتضاريس والازدحام الحضري في كشف الطائرات | N-TET,كيف يؤثر الطقس والتضاريس والازدحام الحضري في كشف الطائرات,How does weather change the picture? | What does terrain hide? | Why is an urban or industrial site difficult? | What should buyers ask for? | احصل على دفاع خبير بالطائرات بدون طيار! | How does weather change the picture? | What does terrain hide? | Why is an urban or industrial site difficult?,.next-five-pages-v2/server/app/ar/media/weather-terrain-urban-clutter-drone-detection-2025.html
/ar/privacy-policy,ar,other,partial,65,سياسة الخصوصية | N-TET,partial_keyword_page,1344,22,2,20,4,19,0,97,95,Organization | ContactPoint | WebSite,100,100,20,12,15,21,68,60,P1 需要补内容,,,سياسة الخصوصية | N-TET,سياسة الخصوصية | سياسة الخصوصية,1. نطاق السياسة والجهة المسؤولة | 2. المعلومات التي نجمعها | 3. كيفية استخدام المعلومات | 4. ملفات تعريف الارتباط والتحليلات وخدمات الأطراف الثالثة | 5. مشاركة المعلومات والنقل الدولي | 6. الاحتفاظ والأمان | 7. خياراتك وطلباتك | 8. الأطفال,.next-five-pages-v2/server/app/ar/privacy-policy.html
/ar/products,ar,product_list,weak,30,أنظمة UAV الصناعية,high_value_ar,700,4,1,6,24,41,1,113,111,Organization | ContactPoint | WebSite,100,100,20,20,15,21,76,52,P1 需要补内容,图片 alt 缺失 1/41; 缺少 FAQ / 采购问题解答模块,给关键图片补充描述性 alt，保持与页面实体和应用场景一致; 增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,أنظمة UAV الصناعية والمعدات الميدانية | منتجات N-TET,معدات C-UAS الاحترافية,أجهزة C-UAS المحمولة | أنظمة الطائرات بدون طيار (C-UAS) للمواقع الثابتة | أنظمة C-UAS مُثبتة على المركبة | منصة التحكم C-UAS | تتبع EO/IR والتحقق منها | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products.html
/ar/products/composite-electro-optical-tracking-system,ar,product_detail,strong,100,نظام تتبع كهروبصري EO,full_inventory,995,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,نظام تتبع كهروبصري EO | N-TET,نظام تتبع كهروبصري EO,نظام تتبع كهروبصري EO Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/composite-electro-optical-tracking-system.html
/ar/products/directional-rf-event-logging,ar,product_detail,strong,100,Directional RF C-UAS Site Unit,full_inventory,1004,4,1,5,4,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,Directional RF C-UAS Site Unit | N-TET,Directional RF C-UAS Site Unit,Directional RF C-UAS Site Unit Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/directional-rf-event-logging.html
/ar/products/directional-rf-interference-device,ar,product_detail,strong,100,Directional RF Jammer,full_inventory,1028,4,1,5,4,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,Directional RF Jammer | N-TET,Directional RF Jammer,Directional RF Jammer Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/directional-rf-interference-device.html
/ar/products/emergency-search-rescue-drone,ar,product_detail,strong,100,thermal drones for search and rescue,full_inventory,906,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,منصة UAV صناعية | N-TET,منصة UAV صناعية,منصة UAV صناعية Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/emergency-search-rescue-drone.html
/ar/products/fbg-g15-fc06-explosion-containment-vessel,ar,product_detail,strong,100,وعاء احتواء الانفجار FBG-G1.5-FC06,full_inventory,886,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,وعاء احتواء الانفجار FBG-G1.5-FC06 | N-TET,وعاء احتواء الانفجار FBG-G1.5-FC06,وعاء احتواء الانفجار FBG-G1.5-FC06 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fbg-g15-fc06-explosion-containment-vessel.html
/ar/products/fbt-fc09-explosion-protection-blanket,ar,product_detail,strong,100,غطاء حماية من الانفجار FBT-FC09,full_inventory,914,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,غطاء حماية من الانفجار FBT-FC09 | N-TET,غطاء حماية من الانفجار FBT-FC09,غطاء حماية من الانفجار FBT-FC09 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fbt-fc09-explosion-protection-blanket.html
/ar/products/fc-3000-ferromagnetic-detection-column,ar,product_detail,strong,100,ذكي كشف نظام FC 3000,full_inventory,946,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,ذكي كشف نظام FC 3000 | N-TET,ذكي كشف نظام FC 3000,ذكي كشف نظام FC 3000 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-3000-ferromagnetic-detection-column.html
/ar/products/fc-c-deluxe-walk-through-metal-detector,ar,product_detail,strong,100,كاشف معادن أمني,full_inventory,942,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,كاشف معادن أمني | N-TET,كاشف معادن أمني,كاشف معادن أمني Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-c-deluxe-walk-through-metal-detector.html
/ar/products/fc-c-lcd-walk-through-metal-detector,ar,product_detail,strong,100,كاشف معادن أمني,full_inventory,922,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,كاشف معادن أمني | N-TET,كاشف معادن أمني,كاشف معادن أمني Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-c-lcd-walk-through-metal-detector.html
/ar/products/fc-dlxj-01-power-grid-inspection-drone,ar,product_detail,strong,100,drone power line inspection,full_inventory,942,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,طائرة UAV لتفتيش شبكة الكهرباء | N-TET,طائرة UAV لتفتيش شبكة الكهرباء,طائرة UAV لتفتيش شبكة الكهرباء Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-dlxj-01-power-grid-inspection-drone.html
/ar/products/fc-dma-long-range-optical-turntable,ar,product_detail,strong,100,برج PTZ كهروبصري متعدد الأطياف FC-DMA EO/IR PTZ,full_inventory,1184,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,برج PTZ كهروبصري متعدد الأطياف FC-DMA EO/IR PTZ | N-TET,برج PTZ كهروبصري متعدد الأطياف FC-DMA EO/IR PTZ,برج PTZ كهروبصري متعدد الأطياف FC-DMA EO/IR PTZ Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-dma-long-range-optical-turntable.html
/ar/products/fc-dms10-smart-electronic-sentinel,ar,product_detail,strong,100,FC DMS10 ذكي,full_inventory,974,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,FC DMS10 ذكي | N-TET,FC DMS10 ذكي,FC DMS10 ذكي Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-dms10-smart-electronic-sentinel.html
/ar/products/fc-dtvc-dual-band-thermal-ptz,ar,product_detail,strong,100,FC DTVC حراري السرعة,full_inventory,1171,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,FC DTVC حراري السرعة | N-TET,FC DTVC حراري السرعة,FC DTVC حراري السرعة Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-dtvc-dual-band-thermal-ptz.html
/ar/products/fc-h-smart-phone-detection-gate,ar,product_detail,strong,100,بوابة ذكية لكشف الهواتف,full_inventory,995,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,بوابة ذكية لكشف الهواتف | N-TET,بوابة ذكية لكشف الهواتف,بوابة ذكية لكشف الهواتف Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-h-smart-phone-detection-gate.html
/ar/products/fc-h-smart-phone-detection-gate-29in,ar,product_detail,strong,100,بوابة ذكية لكشف الهواتف,full_inventory,961,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,بوابة ذكية لكشف الهواتف | N-TET,بوابة ذكية لكشف الهواتف,بوابة ذكية لكشف الهواتف Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-h-smart-phone-detection-gate-29in.html
/ar/products/fc-pd500-personal-radiation-dose-alarm,ar,product_detail,strong,100,منبه جرعة إشعاع شخصية FC-PD500 X-,full_inventory,1031,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,منبه جرعة إشعاع شخصية FC-PD500 X- | N-TET,منبه جرعة إشعاع شخصية FC-PD500 X-,منبه جرعة إشعاع شخصية FC-PD500 X- Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-pd500-personal-radiation-dose-alarm.html
/ar/products/fc-rc-series-hd-laser-camera,ar,product_detail,strong,100,FC RC HD مدى ليزر كاميرا,full_inventory,1073,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,FC RC HD مدى ليزر كاميرا | N-TET,FC RC HD مدى ليزر كاميرا,FC RC HD مدى ليزر كاميرا Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-rc-series-hd-laser-camera.html
/ar/products/fc-rds500-4r-radar-vision-sentinel,ar,product_detail,strong,100,نظام دمج الرادار والرؤية,full_inventory,1137,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,نظام دمج الرادار والرؤية | N-TET,نظام دمج الرادار والرؤية,نظام دمج الرادار والرؤية Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-rds500-4r-radar-vision-sentinel.html
/ar/products/fc-sljc-01-water-conservancy-monitoring-drone,ar,product_detail,strong,100,water conservancy monitoring UAV,full_inventory,946,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,طائرة UAV لمراقبة المياه والأنهار | N-TET,طائرة UAV لمراقبة المياه والأنهار,طائرة UAV لمراقبة المياه والأنهار Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-sljc-01-water-conservancy-monitoring-drone.html
/ar/products/fc-smart-swing-turnstile,ar,product_detail,strong,100,ذكي,full_inventory,876,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,20,25,15,25,85,78,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,ذكي | N-TET,ذكي,ذكي Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-smart-swing-turnstile.html
/ar/products/fc-ttvc-intelligent-multi-band-camera,ar,product_detail,strong,100,FC TTVC ذكي كاميرا,full_inventory,1229,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,FC TTVC ذكي كاميرا | N-TET,FC TTVC ذكي كاميرا,FC TTVC ذكي كاميرا Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-ttvc-intelligent-multi-band-camera.html
/ar/products/fc-yjtx-01-emergency-communication-drone,ar,product_detail,strong,100,emergency communication UAV,high_value_ar,916,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,منصة UAV مربوطة للاتصالات الطارئة | N-TET,منصة UAV مربوطة للاتصالات الطارئة,منصة UAV مربوطة للاتصالات الطارئة Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-yjtx-01-emergency-communication-drone.html
/ar/products/fc-yjxf-01-aerial-firefighting-drone,ar,product_detail,strong,100,firefighting drone,high_value_ar,976,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,منصة UAV مربوطة لدعم إطفاء المباني العالية | N-TET,منصة UAV مربوطة لدعم إطفاء المباني العالية,منصة UAV مربوطة لدعم إطفاء المباني العالية Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-yjxf-01-aerial-firefighting-drone.html
/ar/products/fc-yjzc-01-emergency-reconnaissance-drone,ar,product_detail,strong,100,search and rescue drone,full_inventory,944,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,طائرة بدون طيار للاستجابة الطارئة | N-TET,طائرة بدون طيار للاستجابة الطارئة,طائرة بدون طيار للاستجابة الطارئة Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-yjzc-01-emergency-reconnaissance-drone.html
/ar/products/fc-yjzm-01-emergency-lighting-drone,ar,product_detail,strong,100,drone lighting,high_value_ar,944,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,منصة UAV مربوطة للإضاءة الطارئة | N-TET,منصة UAV مربوطة للإضاءة الطارئة,منصة UAV مربوطة للإضاءة الطارئة Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-yjzm-01-emergency-lighting-drone.html
/ar/products/fc-yqxj-01-utility-inspection-drone,ar,product_detail,strong,100,pipeline inspection drones,full_inventory,961,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,طائرة UAV لتفتيش خطوط النفط والغاز | N-TET,طائرة UAV لتفتيش خطوط النفط والغاز,طائرة UAV لتفتيش خطوط النفط والغاز Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc-yqxj-01-utility-inspection-drone.html
/ar/products/fc1500-handheld-liquid-detector,ar,product_detail,strong,100,يدوي سوائل الكاشف FC1500,full_inventory,933,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,20,25,15,25,85,78,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,يدوي سوائل الكاشف FC1500 | N-TET,يدوي سوائل الكاشف FC1500,يدوي سوائل الكاشف FC1500 Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc1500-handheld-liquid-detector.html
/ar/products/fc1500b-desktop-liquid-security-inspector,ar,product_detail,strong,100,سوائل أمن FC1500B,full_inventory,944,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,سوائل أمن FC1500B | N-TET,سوائل أمن FC1500B,سوائل أمن FC1500B Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc1500b-desktop-liquid-security-inspector.html
/ar/products/fc1800b-portable-explosives-and-narcotics-detector,ar,product_detail,strong,100,محمول متفجرات مواد مخدرة الكاشف FC1800B,full_inventory,927,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,محمول متفجرات مواد مخدرة الكاشف FC1800B | N-TET,محمول متفجرات مواد مخدرة الكاشف FC1800B,محمول متفجرات مواد مخدرة الكاشف FC1800B Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc1800b-portable-explosives-and-narcotics-detector.html
/ar/products/fc1800t-desktop-explosives-narcotics-detector,ar,product_detail,strong,100,متفجرات مواد مخدرة الكاشف FC1800T,full_inventory,962,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,متفجرات مواد مخدرة الكاشف FC1800T | N-TET,متفجرات مواد مخدرة الكاشف FC1800T,متفجرات مواد مخدرة الكاشف FC1800T Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc1800t-desktop-explosives-narcotics-detector.html
/ar/products/fc2088-handheld-metal-detector,ar,product_detail,strong,100,كاشف معادن أمني,full_inventory,928,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,كاشف معادن أمني | N-TET,كاشف معادن أمني,كاشف معادن أمني Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc2088-handheld-metal-detector.html
/ar/products/fc4028-neutron-ambient-dose-rate-meter,ar,product_detail,strong,100,FC4028 جرعة,full_inventory,1047,6,1,5,6,21,0,99,97,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,缺少 FAQ / 采购问题解答模块,增加 3-5 个真实采购/部署问题，提升长尾覆盖和 AI 引用可读性,FC4028 جرعة | N-TET,FC4028 جرعة,FC4028 جرعة Technical Specifications | احصل على دفاع خبير بالطائرات بدون طيار! | نظرة عامة | المواصفات الفنية | احصل على دفاع خبير بالطائرات بدون طيار!,.next-five-pages-v2/server/app/ar/products/fc4028-neutron-ambient-dose-rate-meter.html
